ID,Cemetery,Year,TS,PPA,tag,Quadrant,Excavation Trench,Sq,Layer,L1 details,Feature,Offering Place,Tomb,Artifact Class,Artifact type,Proportion,"Long section (Cylindrical, biconical, barrel)","Trans section (Round, flat, rectangular)",Material gen,Material spec,Color,Color Munsell,Status (Entire/broken),Stage,"Surface traces (Chipped, Ground, Polished, Worn)",Length MAX,Length MIN,(Length A-B) - From end to centre for bicones and barrels,(Length B-C) - From end to centre for bicones and barrels,Thickness (cm),Dia MAX (cm),Length (cm),Dia MIN (cm),Width (cm),Hole Dia 1 (cm),Hole Dia 2 (cm),Perforation tech (Drilling / Pecking/ind),Drill act (Im) (Drilling actions (Impression) Single /multiple/stepped (No. steps)),Drill direct (Im) (One side / Two sides),"Drill section (Im) - Cylindrical, tapered, conical","Drill surface (Im) - Parallel striae, irregular striae, smoothed, etc.","Drill tech  (Im) - Stone drill, Ernestite drill, Solid copper, Tubular copper","Bead end 1 - Chipped, Ground, Polished","Bead end 2 - Chipped, Ground, Polished",Photo,Notes
TAG6232-AKAP-PG-SF_2172,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2173,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2174,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2175,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2176,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2177,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2178,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.595,,0.316,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2179,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2180,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2181,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2182,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2183,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2184,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2185,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2186,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2187,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2188,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2189,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2190,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2191,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2192,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2193,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2194,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2195,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2196,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2197,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2198,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2199,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2200,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.403,,0.286,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2201,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Black,,,,,,,,,,0.388,,0.288,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2202,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Black,,,,,,,,,,0.388,,0.288,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2203,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Black,,,,,,,,,,0.388,,0.288,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2204,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Black,,,,,,,,,,0.388,,0.288,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2205,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,,,,Faience,Black,,,,,,,,,,0.388,,0.288,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2206,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,Cylindrical,,,Shell,Greyish,,,,,,,,,,0.478,,,,,,,,,,,,,,,
TAG6232-AKAP-PG-SF_2207,WT1,2022,,,6232,Q3B,,,L18,,,,TB8,,Bead,,Cylindrical,,,Shell,Greyish,,,,,,,,,,0.461,,,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2208,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2209,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2210,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2211,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2212,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2213,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2214,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2215,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2216,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2217,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2218,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2219,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2220,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2221,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2222,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2223,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2224,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2225,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2226,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2227,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2228,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2229,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2230,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2231,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2232,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2233,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2234,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2235,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2236,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2237,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2238,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.575,,0.398,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2239,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2240,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2241,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2242,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2243,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2244,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2245,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2246,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2247,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2248,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2249,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2250,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2251,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2252,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2253,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2254,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2255,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2256,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2257,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2258,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2259,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2260,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2261,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2262,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2263,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Light blue,,,,,,,,,,0.408,,0.294,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2264,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Black,,,,,,,,,,0.423,,0.406,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2265,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,,,,Faience,Black,,,,,,,,,,0.423,,0.406,,,,,,,,,,,,,
TAG6241-AKAP-PG-SF_2266,WT1,2022,,,6241,Q3A,,,L45 ,Cleaning,,,TB6,,Bead,,Globular,,,Amethyst,Light pink,,,,,,,,,,0.489,,,,,,,,,,,,,,"3 EDR, Dyno",
TAG6245-AKAP-PG-SF_2267,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2268,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2269,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2270,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2271,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2272,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2273,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2274,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2275,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2276,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2277,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2278,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2279,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2280,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2281,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2282,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2283,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2284,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2285,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2286,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2287,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2288,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2289,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2290,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2291,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2292,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2293,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
TAG6245-AKAP-PG-SF_2294,WT1,2022,,,6245,Q3A,,,L53,,,,TB6,,Bead,Short,Disc,Flat,,Ostrich Eggshell,Whitish,,,,,,,,,,0.545,,0.399,,,,,,,,,,,,,
